trackid,name_track,artist_c,year,month,day,spotify_CHA,stream_int,data_lancamento,name_artist_,qtd_music_solo,quartile_stream,total_playlist,categoria,track_id,bpm,key,mode,danceability__,valence__,energy__,acousticness__,instrumentalness__,liveness__,speechiness__
2143818,One Kiss with Dua Lipa,2,2017,6,2,10,1897517891,02/06/2017,Calvin Harris Dua Lipa,1,4,30968,alto,2143818,124,A,Minor,79,59,86,4,0,8,11
8949659,Lucid Dreams,1,2017,6,15,0,2288695111,15/06/2017,Juice WRLD,2,4,15647,alto,8949659,84,B,Minor,44,22,48,38,0,33,24
8186517,Infinity,1,2017,6,23,0,888046992,23/06/2017,Jaymes Young,1,4,4795,alto,8186517,122,B,Minor,67,50,67,15,0,30,4
4446199,See You Again,3,2017,7,21,64,1047101291,21/07/2017,Tyler The Creator Kali Uchis,1,4,13711,alto,4446199,79,F#,Major,56,58,56,37,0,11,10
4826716,lovely  Bonus Track,2,2017,8,11,30,2355719893,11/08/2017,Billie Eilish Khalid,1,4,16331,alto,4826716,115,E,Minor,35,12,30,93,0,10,3
2061546,Revenge,1,2017,8,25,11,1022258230,25/08/2017,XXXTENTACION,2,4,3810,alto,2061546,140,B,Minor,75,18,25,78,0,11,26
1611239,Let Me Down Slowly,1,2018,5,25,19,1374581173,25/05/2018,Alec Benjamin,1,4,6782,alto,1611239,150,C#,Minor,65,51,55,73,0,14,3
2699923,SLOW DANCING IN THE DARK,1,2018,9,12,0,1122364376,12/09/2018,Joji,3,4,10314,alto,2699923,89,D#,Major,52,28,48,54,1,19,3
5074676,Shallow,2,2018,9,27,12,2159346687,27/09/2018,Lady Gaga Bradley Cooper,1,4,19858,alto,5074676,96,G,Major,57,30,40,38,0,26,3
3827571,Sunflower  SpiderMan Into the SpiderVerse,2,2018,10,9,78,2808096550,09/10/2018,Post Malone Swae Lee,1,4,25309,alto,3827571,90,D,Major,76,91,50,54,0,7,5
8408827,Someone You Loved,1,2018,11,8,53,2887241814,08/11/2018,Lewis Capaldi,3,4,20076,alto,8408827,110,C#,Major,50,45,41,75,0,11,3
1471634,Softcore,1,2018,3,9,12,599770206,09/03/2018,The Neighbourhood,3,3,4073,baixo,1471634,94,D,Major,57,36,58,5,0,15,3
5476124,we fell in love in october,1,2018,11,21,0,723043854,21/11/2018,girl in red,1,4,6904,alto,5476124,130,G,Major,57,24,37,11,18,16,3
6824324,Hope,1,2018,3,16,0,1200808494,16/03/2018,XXXTENTACION,2,4,3937,alto,6824324,146,A,Minor,59,23,46,66,0,15,6
6387600,Call Out My Name,1,2018,3,29,6,1449799467,29/03/2018,The Weeknd,21,4,12039,alto,6387600,134,C#,Major,45,17,60,21,0,33,4
6029543,I Was Never There,2,2018,3,29,15,705469769,29/03/2018,The Weeknd Gesaffelstein,2,4,4360,alto,6029543,114,A#,Major,32,17,74,14,0,17,3
4812397,Cars Outside,1,2019,10,18,10,265882712,18/10/2019,James Arthur,2,2,893,baixo,4812397,150,A,Major,34,24,56,4,0,11,3
6891911,Dont Start Now,1,2019,10,31,0,2303033973,31/10/2019,Dua Lipa,3,4,29186,alto,6891911,124,B,Minor,79,68,79,1,0,10,8
6163158,Before You Go,1,2019,11,1,24,1608045237,01/11/2019,Lewis Capaldi,3,4,9157,alto,6163158,112,D#,Major,45,19,60,63,0,9,6
5400474,San Lucas,1,2019,11,7,1,244891912,07/11/2019,Kevin Kaarl,1,2,417,baixo,5400474,92,G,Major,58,27,36,86,0,9,3
2092930,Streets,1,2019,11,7,0,865640097,07/11/2019,Doja Cat,6,4,5992,alto,2092930,90,B,Major,75,19,46,21,4,34,8
3869741,Watermelon Sugar,1,2019,11,17,34,2322580122,17/11/2019,Harry Styles,17,4,23564,alto,3869741,95,,Major,55,56,82,12,0,34,5
6181977,Arcade,1,2019,3,7,0,991336132,07/03/2019,Duncan Laurence,1,4,7337,alto,6181977,72,A,Minor,45,27,33,82,0,14,4
2553984,Blinding Lights,1,2019,11,29,69,3703895074,29/11/2019,The Weeknd,21,4,47992,alto,2553984,171,C#,Major,50,38,80,0,0,9,7
8483246,Adore You,1,2019,12,6,1,1439191367,06/12/2019,Harry Styles,17,4,14219,alto,8483246,99,G#,Major,68,57,77,2,0,10,5
6327262,Falling,1,2019,12,13,0,1023187129,13/12/2019,Harry Styles,17,4,7934,alto,6327262,110,E,Major,57,6,27,84,0,9,3
2977289,Golden,1,2019,12,13,1,807015863,13/12/2019,Harry Styles,17,4,8714,alto,2977289,140,E,Minor,45,25,84,21,0,13,6
7304378,Boy With Luv feat Halsey,2,2019,4,12,0,1065580332,12/04/2019,Halsey BTS,1,4,4632,alto,7304378,120,B,Minor,65,80,86,9,0,19,10
2969661,Dance Monkey,1,2019,5,10,0,2864791672,10/05/2019,Tones and I,1,4,28657,alto,2969661,98,F#,Minor,82,54,59,69,0,18,10
2775772,Heart To Heart,1,2019,5,10,0,244658767,10/05/2019,Mac DeMarco,1,2,1696,baixo,2775772,150,G#,Minor,90,64,14,67,35,11,10
8251078,Those Eyes,1,2019,5,10,14,411747614,10/05/2019,New West,1,3,1575,baixo,8251078,120,E,Major,60,24,35,73,0,31,3
1322961,NEW MAGIC WAND,2,2019,5,16,0,461437791,16/05/2019,Tyler The Creator,3,3,4776,baixo,1322961,140,F,Minor,62,46,73,10,0,67,11
6990936,Callaita,2,2019,5,31,15,1304313953,31/05/2019,Bad Bunny Tainy,1,4,10056,alto,6990936,176,D,Major,61,24,62,60,0,24,31
1660982,Seo,2,2019,6,19,2,2484812918,19/06/2019,Shawn Mendes Camila Cabello,1,4,17248,alto,1660982,117,A,Minor,76,77,52,4,0,8,3
7885122,Mount Everest,1,2019,6,21,0,467727006,21/06/2019,Labrinth,7,3,5568,baixo,7885122,89,,Minor,46,43,43,23,8,8,22
2767209,LA CANCI,2,2019,6,28,31,1435127549,28/06/2019,J Balvin Bad Bunny,1,4,6880,alto,2767209,176,G,Major,75,43,65,15,0,11,32
2748330,Toms Diner,2,2019,6,28,0,236872197,28/06/2019,AnnenMayKantereit Giant Rooks,1,2,2670,baixo,2748330,98,F#,Minor,68,33,43,38,0,36,14
2468710,love nwantiti ah ah ah,1,2019,7,26,2,726837877,26/07/2019,Ckay,1,4,6005,alto,2468710,93,F,Minor,74,53,73,61,0,13,4
6792432,All For Us  from the HBO Original Series Euphoria,2,2019,8,4,0,426204830,04/08/2019,Labrinth Zendaya,1,3,5382,baixo,6792432,141,D#,Major,37,17,67,2,0,34,9
2362023,Cruel Summer,1,2019,8,23,100,800840817,23/08/2019,Taylor Swift,34,4,8099,alto,2362023,170,A,Major,55,58,72,11,0,11,15
4117642,All Of The Girls You Loved Before,1,2019,8,23,6,185240616,23/08/2019,Taylor Swift,34,2,1327,baixo,4117642,96,D,Major,72,40,47,71,0,13,4
8725160,Love Nwantiti  Remix,3,2019,8,30,0,540539717,30/08/2019,Ckay AXEL Dj Yo,1,3,2795,baixo,8725160,120,G#,Major,58,44,60,44,9,5,6
2020928,Circles,1,2019,8,30,16,2132335812,30/08/2019,Post Malone,3,4,20688,alto,2020928,120,,Major,70,59,75,24,0,9,4
6373026,Mary On A Cross,1,2019,9,13,2,387080183,13/09/2019,Ghost,1,3,2784,baixo,6373026,130,B,Major,47,56,90,0,0,10,4
6047703,Astronaut In The Ocean,1,2019,1,1,0,1138474110,01/01/2019,Masked Wolf,1,4,7815,alto,6047703,150,E,Minor,78,47,70,18,0,15,9
2635416,Memories,1,2019,9,20,2,1759567999,20/09/2019,Maroon 5,1,4,11312,alto,2635416,91,B,Major,77,60,32,84,0,8,5
6002262,Lost in the Fire,2,2019,1,11,2,686734357,11/01/2019,The Weeknd Gesaffelstein,2,4,8288,alto,6002262,101,D,Major,66,18,68,9,0,12,4
8290102,Formula,1,2019,10,4,7,554875730,04/10/2019,Labrinth,7,3,3570,baixo,8290102,145,B,Major,57,23,66,4,6,15,4
1647722,Still Dont Know My Name,1,2019,10,4,0,563902868,04/10/2019,Labrinth,7,3,6645,baixo,1647722,88,F,Major,31,31,63,47,27,21,12
1050544,Forever,1,2019,10,4,0,282883169,04/10/2019,Labrinth,7,2,3777,baixo,1050544,80,E,Minor,56,19,46,92,72,11,3
2392756,When I RIP,1,2019,10,4,0,203680270,04/10/2019,Labrinth,7,2,2652,baixo,2392756,80,G#,Minor,39,45,55,73,0,9,21
3153550,Under The Influence,1,2019,10,4,26,929964809,04/10/2019,Chris Brown,1,4,3995,alto,3153550,117,A,Minor,73,31,69,6,0,11,4
8788368,Heat Waves,1,2020,6,28,63,2557975762,28/06/2020,Glass Animals,1,4,23636,alto,8788368,81,B,Major,76,53,53,44,0,9,9
8056641,Life Goes On,1,2020,7,17,0,501541661,17/07/2020,Oliver Tree,1,3,3027,baixo,8056641,80,,Major,70,57,49,19,0,12,8
1839223,Mood feat Iann Dior,2,2020,7,24,0,1699402402,24/07/2020,24kgoldn Iann Dior,1,4,13727,alto,1839223,91,G,Minor,70,76,72,22,0,27,4
2816072,Excuses,3,2020,7,24,4,327498031,24/07/2020,Intense AP Dhillon Gurinder Gill,1,3,281,baixo,2816072,95,F,Minor,84,49,72,8,0,15,8
2685773,cardigan,1,2020,7,24,29,812019557,24/07/2020,Taylor Swift,34,4,8171,alto,2685773,130,,Minor,61,53,58,55,0,27,4
6556428,august,1,2020,7,24,22,607123776,24/07/2020,Taylor Swift,34,3,7410,baixo,6556428,90,F,Major,51,42,61,53,0,9,3
3745752,Dynamite,1,2020,8,21,5,1692897992,21/08/2020,BTS,8,4,9350,alto,3745752,114,F#,Minor,75,74,77,1,0,9,10
1203746,Bad Habits,1,2020,9,3,8,1555511105,03/09/2020,Ed Sheeran,9,4,14044,alto,1203746,126,B,Minor,81,59,90,5,0,36,3
3557036,The Business,1,2020,1,1,0,1062345656,01/01/2020,Ti,1,4,15148,alto,3557036,120,G#,Minor,80,24,62,41,2,11,23
7748090,MONTERO Call Me By Your Name,1,2020,9,18,0,1735441776,18/09/2020,Lil Nas X,3,4,13342,alto,7748090,179,G#,Minor,61,76,51,30,0,38,15
8672552,Mon Amour  Remix,2,2020,9,21,2,578207856,21/09/2020,Aitana zzoilo,1,3,3427,baixo,8672552,116,D,Major,75,36,76,12,0,10,10
1464404,MIDDLE OF THE NIGHT,1,2020,1,10,8,872137015,10/01/2020,Elley Duh,1,4,4375,alto,1464404,186,E,Minor,41,9,61,2,0,12,5
2744235,Contection,2,2020,1,16,0,1180896317,16/01/2020,GODZZ__ Zakaria,1,4,7418,alto,2744235,166,A#,Minor,81,83,75,14,0,29,34
5355322,Demasiadas Mujeres,1,2020,10,8,0,339473453,08/10/2020,C Tangana,1,3,2273,baixo,5355322,126,A,Minor,67,37,46,13,0,10,39
4341380,Shut up My Moms Calling,1,2020,2,10,14,405136812,10/02/2020,Hotel Ugly,2,3,1808,baixo,4341380,139,A,Minor,48,37,41,32,0,10,10
7298366,positions,1,2020,10,23,0,1252563873,23/10/2020,Ariana Grande,2,4,8477,alto,7298366,144,,Major,73,66,80,44,0,9,12
3574464,Dakiti,2,2020,10,30,21,1763363713,30/10/2020,Bad Bunny Jhay Cortez,2,4,11929,alto,3574464,110,E,Minor,73,14,57,40,0,11,5
3347693,After Hours,1,2020,2,19,6,698086140,19/02/2020,The Weeknd,21,4,8347,alto,3347693,109,F,Minor,66,16,57,10,1,12,3
6721865,Todo De Ti,1,2020,11,2,8,1168642797,02/11/2020,Rauw Alejandro,2,4,12431,alto,6721865,128,D#,Minor,81,57,63,40,1,10,4
6261319,HEARTBREAK ANNIVERSARY,1,2020,2,21,4,951637566,21/02/2020,Giveon,1,4,5719,alto,6261319,129,,Major,61,59,46,56,0,13,5
3775590,La Zona,1,2020,2,29,0,312622938,29/02/2020,Bad Bunny,19,3,1216,baixo,3775590,94,C#,Minor,76,81,80,20,0,25,4
8134740,La Santa,2,2020,2,29,20,759208783,29/02/2020,Daddy Yankee Bad Bunny,2,4,5042,alto,8134740,93,C#,Major,74,59,87,3,0,8,5
4974042,A Tu Merced,1,2020,2,29,11,685071800,29/02/2020,Bad Bunny,19,4,4275,alto,4974042,92,,Major,86,89,79,17,0,11,6
2079388,Meet Me At Our Spot,3,2020,3,13,0,530511203,13/03/2020,THE ANXIETY Willow Tyler Cole,1,3,6871,baixo,2079388,95,D,Major,77,40,47,2,0,9,3
5106082,Angels Like You,1,2020,11,27,19,570515054,27/11/2020,Miley Cyrus,2,3,3575,baixo,5106082,122,F,Major,67,49,64,10,0,10,3
1961503,Save Your Tears,1,2020,3,20,13,1591223784,20/03/2020,The Weeknd,21,4,12997,alto,1961503,118,,Major,68,61,82,2,0,50,3
5864281,Heather,1,2020,3,20,7,1301799902,20/03/2020,Conan Gray,1,4,6483,alto,5864281,92,F,Major,47,25,43,62,0,32,3
5142009,Save Your Tears with Ariana Grande Remix,2,2020,3,20,5,1221813483,20/03/2020,Ariana Grande The Weeknd,2,4,9869,alto,5142009,118,,Major,65,63,79,3,0,10,3
5370460,Levitating,1,2020,3,27,0,797196073,27/03/2020,Dua Lipa,3,4,10597,alto,5370460,103,F#,Minor,69,90,88,5,0,29,8
5415405,Levitating feat DaBaby,2,2020,3,27,8,1802514301,27/03/2020,Dua Lipa DaBaby,1,4,16636,alto,5415405,103,F#,Minor,70,92,83,1,0,7,6
2797126,Caile,1,2020,12,18,2,273914335,18/12/2020,Luar La L,1,2,1526,baixo,2797126,122,,Major,70,46,76,30,0,9,45
7243247,I Really Want to Stay at Your House,2,2020,12,18,1,140430339,18/12/2020,Rosa Walton Hallie Coggins,1,1,699,baixo,7243247,125,D#,Minor,49,13,74,0,0,9,4
6775509,Good Days,1,2020,12,24,2,826623384,24/12/2020,SZA,19,4,10741,alto,6775509,121,C#,Minor,46,53,78,23,0,72,6
3023667,Sky,1,2020,12,25,3,506778838,25/12/2020,Playboi Carti,1,3,3374,baixo,3023667,140,D,Major,79,56,91,26,0,13,21
2602763,you broke me first,1,2020,4,17,0,1180094974,17/04/2020,Tate McRae,2,4,7123,alto,2602763,124,E,Major,64,8,37,79,0,9,5
5865058,,1,2020,5,20,14,403097450,20/05/2020,Fujii Kaze,1,3,718,baixo,5865058,158,F#,Minor,60,52,76,17,0,19,5
7179210,Still With You,1,2020,6,5,39,38411956,05/06/2020,Jung Kook,2,1,41,baixo,7179210,88,C#,Minor,53,34,47,9,0,83,4
7345306,Leave The Door Open,3,2021,3,5,0,1115880852,05/03/2021,Bruno Mars Anderson Paak Silk Sonic,2,4,15223,alto,7345306,148,F,Major,59,72,62,18,0,9,3
2726514,DANCE CRIP,1,2021,11,17,0,198883004,17/11/2021,Trueno,1,2,769,baixo,2726514,106,,Major,86,86,79,11,0,8,9
2407166,S,3,2021,11,18,0,177129919,18/11/2021,Anuel Aa Myke Towers Jhay Cortez,1,2,948,baixo,2407166,90,F#,Minor,63,75,75,17,0,11,8
5311211,I AM WOMAN,1,2021,11,18,0,225259194,18/11/2021,Emmy Meli,1,2,2947,baixo,5311211,170,A#,Major,65,46,47,12,0,13,16
7423770,Dos Oruguitas,1,2021,11,19,0,167076418,19/11/2021,Sebastian Yatra,2,2,1023,baixo,7423770,94,,Major,42,47,36,76,0,9,5
2761463,Down Under feat Colin Hay,2,2021,11,19,2,252871192,19/11/2021,Luude Colin Hay,1,2,3648,baixo,2761463,172,B,Minor,31,4,86,1,0,28,17
2820520,Oh My God,1,2021,11,19,0,466214729,19/11/2021,Adele,4,3,4735,baixo,2820520,88,C#,Major,53,55,73,9,0,3,5
4923571,Surface Pressure,1,2021,11,19,0,267758538,19/11/2021,Jessica Darrow,1,2,1814,baixo,4923571,180,D,Major,65,37,58,2,0,4,31
7235348,We Dont Talk About Bruno,7,2021,11,19,0,432719968,19/11/2021,Adassa Mauro Castillo Stephanie Beatriz Encanto  Cast Rhenzy Feliz Diane Guerrero Carolina Gaitan,1,3,2924,baixo,7235348,206,,Minor,58,83,45,36,0,11,8
7298940,Hrs and Hrs,1,2021,11,19,0,181328253,19/11/2021,Muni Long,1,2,1889,baixo,7298940,140,G#,Minor,51,66,53,60,0,11,18
3657141,What Else Can I Do,2,2021,11,19,0,154797871,19/11/2021,Stephanie Beatriz Diane Guerrero,1,2,823,baixo,3657141,120,E,Major,72,54,71,26,0,10,4
3559931,The Family Madrigal,3,2021,11,19,0,184937148,19/11/2021,Olga Merediz Stephanie Beatriz Encanto  Cast,1,2,1182,baixo,3559931,141,C#,Major,59,56,63,12,0,6,36
2480109,Bones,1,2021,3,11,44,838079900,11/03/2021,Imagine Dragons,3,4,4623,alto,2480109,114,F,Minor,77,65,72,2,0,7,5
6158916,METAMORPHOSIS,1,2021,11,25,24,357580552,25/11/2021,INTERWORLD,1,3,1603,baixo,6158916,175,G,Minor,59,15,64,43,90,12,10
6698200,Ghost,1,2021,3,19,24,1167330737,19/03/2021,Justin Bieber,3,4,6068,alto,6698200,154,D,Major,61,41,74,21,0,40,6
3252166,Peaches feat Daniel Caesar  Giveon,3,2021,3,19,0,1445941661,19/03/2021,Justin Bieber Daniel Caesar Giveon,1,4,14983,alto,3252166,90,,Major,63,49,68,38,0,42,18
5624903,I WANNA BE YOUR SLAVE,1,2021,3,19,0,851070493,19/03/2021,Mne,4,4,5372,alto,5624903,133,C#,Major,75,96,61,0,0,18,4
2503884,Malvad,3,2021,11,30,1,240684449,30/11/2021,Xam Gustah Neo B,1,2,743,baixo,2503884,133,F#,Minor,82,52,61,38,0,14,27
1640645,ELEVEN,1,2021,12,1,1,247737946,01/12/2021,IVE,4,2,549,baixo,1640645,120,A,Major,83,59,73,6,0,5,11
4923214,Itll Be Okay,1,2021,12,1,0,287201015,01/12/2021,Shawn Mendes,3,2,2110,baixo,4923214,78,G,Major,40,7,29,62,0,9,3
3782910,I Hate U,1,2021,12,3,0,356709897,03/12/2021,SZA,19,3,4203,baixo,3782910,107,G,Minor,54,41,39,51,0,11,16
5555264,Sunroof,2,2021,12,3,17,652704649,03/12/2021,Nicky Youre Dazy,1,3,4007,baixo,5555264,131,A#,Major,77,84,71,35,0,15,4
8465611,The Color Violet,1,2021,12,10,32,415932686,10/12/2021,Tory Lanez,1,3,2609,baixo,8465611,105,F#,Minor,65,46,53,16,0,9,5
7717973,Cigarettes,1,2021,12,10,0,185408548,10/12/2021,Juice WRLD,2,2,996,baixo,7717973,160,D,Major,60,47,62,3,0,38,4
1289598,deja vu,1,2021,4,1,4,1256880657,01/04/2021,Olivia Rodrigo,7,4,7803,alto,1289598,181,A,Major,44,22,60,61,0,42,9
2003358,Mujeriego,1,2021,12,17,0,231996128,17/12/2021,Ryan Castro,2,2,1627,baixo,2003358,80,A,Major,76,92,62,6,0,8,13
8360758,Kiss Me More feat SZA,2,2021,4,9,0,1575467011,09/04/2021,SZA Doja Cat,1,4,16746,alto,8360758,111,G#,Major,77,74,66,30,0,13,3
3090144,You Belong With Me Taylors Ve,1,2021,4,9,12,350381515,09/04/2021,Taylor Swift,34,3,2667,baixo,3090144,130,F#,Major,63,49,73,5,0,9,3
5347552,RAPSTAR,1,2021,4,9,0,797402345,09/04/2021,Polo G,1,4,4950,alto,5347552,81,F#,Major,79,44,54,41,0,13,24
5930788,Peru,2,2021,12,23,0,261286503,23/12/2021,Ed Sheeran Fireboy DML,1,2,3213,baixo,5930788,108,G,Minor,96,71,42,57,0,8,9
3521113,Christmas Tree,1,2021,12,24,9,317622165,24/12/2021,V,1,3,523,baixo,3521113,139,F,Major,44,18,38,70,0,12,4
8033263,SloMo,1,2021,12,24,0,65719930,24/12/2021,Chanel,1,1,1261,baixo,8033263,105,C#,Minor,73,59,81,13,0,9,6
5615912,La Bebe,1,2021,12,24,17,191945597,24/12/2021,Yng Lvcas,1,2,498,baixo,5615912,170,D,Minor,78,75,46,62,0,12,35
2835063,2055,1,2021,4,14,0,624515457,14/04/2021,Sleepy hallow,1,3,2299,baixo,2835063,161,F#,Minor,78,65,52,46,0,12,31
3885692,Tiago PZK Bzrp Music Sessions Vol 48,2,2021,12,29,12,374191487,29/12/2021,Bizarrap Tiago pzk,1,3,1713,baixo,3885692,96,C#,Minor,66,76,82,47,0,10,32
4600873,When Im Gone with Katy,2,2021,12,29,0,226897599,29/12/2021,Katy Perry Alesso,1,2,3424,baixo,4600873,125,,Major,69,70,89,4,0,49,3
2346155,Leave Before You Love Me with Jonas Brothers,2,2021,4,28,4,651732901,28/04/2021,Marshmello Jonas Brothers,1,3,5146,baixo,2346155,120,G,Major,72,67,72,0,0,13,4
1027228,Min,2,2021,4,29,16,596152090,29/04/2021,Tini Maria Becerra,1,3,3537,baixo,1027228,92,D,Major,85,92,54,16,0,29,7
3076130,Jordan,1,2021,4,30,2,394030335,30/04/2021,Ryan Castro,2,3,2908,baixo,3076130,180,A#,Minor,80,71,68,6,0,10,37
3393833,Thunder,3,2021,5,7,10,422691058,07/05/2021,Prezioso Gabry Ponte LUMX,1,3,5159,baixo,3393833,101,C#,Major,67,40,90,3,0,34,6
6554843,good 4 u,1,2021,5,14,6,1887039593,14/05/2021,Olivia Rodrigo,7,4,16283,alto,6554843,166,F#,Minor,56,68,66,28,0,11,18
1539892,295,1,2021,5,15,4,183273246,15/05/2021,Sidhu Moose Wala,1,2,250,baixo,1539892,90,B,Minor,68,54,76,21,0,11,20
8835305,jealousy jealousy,1,2021,5,21,0,665765558,21/05/2021,Olivia Rodrigo,7,3,3337,baixo,8835305,164,A#,Minor,70,71,58,24,0,7,13
8096695,favorite crime,1,2021,5,21,0,783706581,21/05/2021,Olivia Rodrigo,7,4,3800,alto,8096695,173,A,Major,40,19,29,86,0,34,4
8452012,Butter,1,2021,5,21,6,1143647827,21/05/2021,BTS,8,4,5182,alto,8452012,110,G#,Major,79,70,36,0,0,6,11
1198357,traitor,2,2021,5,21,6,1230855859,21/05/2021,Juan Cruz Toledo Huilen Toledo,1,4,5476,alto,1198357,176,D#,Major,29,12,33,68,0,12,5
7403072,happier,1,2021,5,21,4,850608354,21/05/2021,Olivia Rodrigo,7,4,3199,alto,7403072,169,F#,Major,39,36,45,81,0,8,13
3365981,Yonaguni,1,2021,6,4,28,1260594497,04/06/2021,Bad Bunny,19,4,9928,alto,3365981,180,C#,Major,64,44,65,28,0,14,12
3739768,Por las Noches,1,2021,6,11,24,330346424,11/06/2021,Peso Pluma,2,3,469,baixo,3739768,92,,Major,81,39,60,31,0,7,3
8480431,Need To Know,1,2021,6,11,0,1042568408,11/06/2021,Doja Cat,6,4,6947,alto,8480431,130,C#,Major,66,19,61,30,0,9,7
4365318,Pepas,1,2021,6,24,17,1309887447,24/06/2021,Farruko,1,4,15331,alto,4365318,130,G,Major,76,44,77,1,0,13,3
4967426,You Right,2,2021,6,24,0,672656250,24/06/2021,Doja Cat The Weeknd,1,3,5256,baixo,4967426,129,G#,Major,83,44,62,2,0,8,6
8454029,AM Remix,3,2021,6,24,0,528544703,24/06/2021,J Balvin Nio Garcia Bad Bunny,1,3,6716,baixo,8454029,172,F#,Minor,74,79,66,11,0,8,16
5897675,Aint Shit,1,2021,6,25,0,499710590,25/06/2021,Doja Cat,6,3,3514,baixo,5897675,124,D#,Major,86,62,49,51,0,35,21
6879361,Desesperados,2,2021,6,25,34,809306935,25/06/2021,Chencho Corleone Rauw Alejandro,1,4,7032,alto,6879361,90,C#,Minor,87,51,69,36,0,9,8
5085460,Get Into It Yuh,1,2021,6,25,0,516784627,25/06/2021,Doja Cat,6,3,5115,baixo,5085460,92,G#,Minor,91,79,66,32,0,9,16
5346382,Woman,1,2021,6,25,0,1329090101,25/06/2021,Doja Cat,6,4,10089,alto,5346382,108,F,Minor,82,88,76,9,0,12,9
4105518,C,1,2021,6,25,3,465959382,25/06/2021,Rauw Alejandro,2,3,2711,baixo,4105518,102,A,Minor,77,26,63,58,0,11,5
2011518,Volando  Remix,3,2021,7,8,19,610045621,08/07/2021,Sech Bad Bunny Mora,1,3,3443,baixo,2011518,154,F#,Major,66,63,69,21,0,11,7
3386819,Sobrio,1,2021,7,8,10,513643924,08/07/2021,Maluma,1,3,3709,baixo,3386819,178,F,Major,76,63,77,14,0,15,22
5459112,Permission to Dance,1,2021,7,9,2,608334048,09/07/2021,BTS,8,3,1952,baixo,5459112,125,A,Major,70,65,74,1,0,34,4
2023156,STAY with Justin Bieber,2,2021,7,9,36,2665343922,09/07/2021,Justin Bieber The Kid Laroi,1,4,18340,alto,2023156,170,C#,Major,59,48,76,4,0,10,5
3378211,INDUSTRY BABY feat Jack Harlow,2,2021,7,23,0,1814349763,23/07/2021,Jack Harlow Lil Nas X,1,4,14305,alto,3378211,150,D#,Minor,74,89,70,2,0,5,6
4782067,Happier Than Ever  Edit,1,2021,7,28,0,412795151,28/07/2021,Billie Eilish,5,3,2016,baixo,4782067,81,,Major,45,12,57,7,0,23,3
5737293,Happier Than Ever,1,2021,7,30,0,1056760045,30/07/2021,Billie Eilish,5,4,8897,alto,5737293,65,,Major,31,31,24,76,0,14,4
6416915,Where Are You Now,2,2021,7,30,44,972509632,30/07/2021,Lost Frequencies Calum Scott,1,4,11360,alto,6416915,121,F#,Minor,67,26,64,52,0,17,10
1828042,Dont Be Shy,2,2021,8,1,0,566954746,01/08/2021,Tisto Kar,1,3,6384,baixo,1828042,120,B,Minor,77,51,79,20,0,26,6
5111873,Volv,2,2021,8,3,10,673801126,03/08/2021,Aventura Bad Bunny,1,4,5646,alto,5111873,176,C#,Major,73,79,86,42,0,7,18
4586215,Take My Breath,1,2021,8,6,0,432702334,06/08/2021,The Weeknd,21,3,6910,baixo,4586215,121,G#,Major,75,53,74,2,0,11,5
3933523,Flowers,1,2021,8,9,0,184826429,09/08/2021,Lauren Spencer Smith,1,2,867,baixo,3933523,138,D#,Major,70,31,44,84,0,9,39
2643038,Every Summertime,1,2021,8,10,2,290228626,10/08/2021,NIKI,1,3,1246,baixo,2643038,79,F#,Major,63,76,67,38,0,6,4
1647815,Se Le Ve,8,2021,8,12,0,223319934,12/08/2021,Arcangel De La Ghetto Justin Quiles Lenny Tavrez Sech Dalex Dimelo Flow Rich Music,1,2,1632,baixo,1647815,84,G,Minor,56,61,76,10,0,14,11
6389379,abcdefu,1,2021,8,13,0,1007612429,13/08/2021,Gayle,1,4,7960,alto,6389379,122,E,Major,70,42,54,30,0,37,5
1513475,OUT OUT feat Charli XCX  Saweetie,4,2021,8,13,0,427486004,13/08/2021,Charli XCX Jax Jones Joel Corry Saweetie,1,3,7213,baixo,1513475,124,G#,Minor,79,79,84,2,0,5,5
6984128,Do It To It,2,2021,8,20,0,674772936,20/08/2021,Cherish ACRAZE,1,4,13051,alto,6984128,125,B,Minor,85,64,81,2,5,7,9
5406019,family ties with Kendrick Lamar,2,2021,8,27,5,560222750,27/08/2021,Kendrick Lamar Baby Keem,1,3,6485,baixo,5406019,134,C#,Major,71,14,61,1,0,23,33
2542321,Praise God,1,2021,8,29,0,376333030,29/08/2021,Kanye West,3,3,4780,baixo,2542321,118,C#,Major,80,21,55,1,0,26,17
8641758,Until I Found You,1,2021,9,1,4,726434358,01/09/2021,Stephen Sanchez,1,4,4650,alto,8641758,202,A#,Major,34,25,51,69,0,18,4
2439081,Acapulco,1,2021,9,1,0,363467642,01/09/2021,Jason Derulo,1,3,3391,baixo,2439081,122,A#,Major,77,51,79,5,0,16,5
4102590,Ley Seca,2,2021,9,2,0,355219175,02/09/2021,Anuel Aa Jhay Cortez,1,3,2151,baixo,4102590,105,G#,Major,76,58,84,10,0,13,10
6195210,Way 2 Sexy with Future  Young Thug,3,2021,9,3,0,489945871,03/09/2021,Drake Future Young Thug,1,3,5711,baixo,6195210,136,B,Minor,80,33,60,0,0,32,14
4666772,Knife Talk with 21 Savage ft Project Pat,3,2021,9,3,0,594482982,03/09/2021,Drake Project Pat 21 Savage,1,3,5289,baixo,4666772,146,F,Minor,85,22,37,13,0,7,30
